,Crude Oil,Total Motor Gasoline,Fuel Ethanol,Kerosene-Type Jet Fuel,Distillate Fuel Oil,Residual Fuel Oil,Propane/Propylene,Other Oils,Unfinished Oils,Total Stocks (Including SPR),Total Stocks (Excluding SPR),SPR
2017-12-08 00:00:00-05:00,1105.897,226.546,22.374,40.855,128.076,31.515,74.668,280.035,85.858,1909.966,1247.055,662.9109999999998
2017-12-15 00:00:00-05:00,1099.785,227.783,22.32,39.834,128.845,30.815,71.345,275.462,85.829,1896.189,1232.895,663.2940000000001
2017-12-22 00:00:00-05:00,1095.274,228.374,22.031,39.875,129.935,31.418,68.634,271.954,84.385,1887.495,1224.103,663.3919999999998
2017-12-29 00:00:00-05:00,1088.211,233.187,22.619,40.649,138.834,30.385,67.976,267.158,84.124,1889.019,1225.271,663.748
2018-01-05 00:00:00-05:00,1083.262,237.322,22.719,41.353,143.088,31.092,61.682,262.976,84.951,1883.494,1219.747,663.7469999999998
2018-01-12 00:00:00-05:00,1076.872,240.942,22.743,41.138,139.201,32.056,58.007,259.208,85.676,1870.167,1205.949,664.2179999999998
2018-01-19 00:00:00-05:00,1076.037,244.04,23.8,40.851,139.84,32.413,53.992,256.494,84.93,1867.467,1203.013,664.4540000000002
2018-01-26 00:00:00-05:00,1083.045,242.06,23.045,41.614,137.9,33.679,53.06,255.359,87.748,1869.762,1205.076,664.6859999999999
2018-02-02 00:00:00-05:00,1085.402,245.474,23.489,42.617,141.826,33.84,48.937,253.031,87.677,1874.616,1209.468,665.1479999999999
2018-02-09 00:00:00-05:00,1087.663,249.073,22.885,43.415,141.367,31.182,45.641,251.138,88.16,1872.364,1206.796,665.568
2018-02-16 00:00:00-05:00,1085.351,249.334,22.753,43.029,138.945,31.284,43.093,249.959,89.389,1863.748,1198.876,664.8720000000001
2018-02-23 00:00:00-05:00,1088.779,251.817,22.979,43.068,137.985,32.056,42.713,248.486,89.001,1867.883,1202.602,665.281
2018-03-02 00:00:00-05:00,1091.364,251.029,23.144,42.69,137.426,32.687,41.088,248.608,90.177,1868.036,1202.578,665.4580000000001
2018-03-09 00:00:00-05:00,1096.386,244.758,24.281,41.582,133.066,33.416,38.82,251.201,91.812,1863.51,1198.052,665.4580000000001
2018-03-16 00:00:00-04:00,1093.764,243.065,23.758,40.976,131.044,32.746,36.759,254.45,93.926,1856.562,1191.104,665.4579999999999
2018-03-23 00:00:00-04:00,1095.407,239.593,22.79,41.131,128.954,34.236,35.603,257.264,96.308,1854.978,1189.52,665.4580000000001
2018-03-30 00:00:00-04:00,1090.788,238.477,22.425,40.108,129.491,35.429,36.249,258.07,95.653,1851.037,1185.581,665.4560000000001
2018-04-06 00:00:00-04:00,1094.094,238.935,21.846,40.002,128.447,34.548,35.832,263.301,95.752,1857.005,1191.549,665.4560000000001
2018-04-13 00:00:00-04:00,1093.023,235.967,21.344,39.11,125.34,33.38,35.872,262.391,93.912,1846.427,1180.971,665.4559999999999
2018-04-20 00:00:00-04:00,1094.455,236.807,21.701,39.282,122.729,32.973,35.71,263.422,92.921,1847.079,1182.361,664.7179999999998
2018-04-27 00:00:00-04:00,1100.221,237.978,22.142,39.753,118.829,32.888,36.37,263.81,91.62,1851.991,1187.725,664.2660000000001
2018-05-04 00:00:00-04:00,1097.315,235.804,21.964,40.75,115.038,32.921,38.671,267.272,93.462,1849.735,1186.178,663.5569999999998
2018-05-11 00:00:00-04:00,1094.391,232.014,21.505,41.267,114.946,32.79,40.358,270.285,95.312,1847.556,1185.519,662.037
2018-05-18 00:00:00-04:00,1099.468,233.897,22.129,40.556,113.995,30.949,41.092,271.5,94.327,1853.586,1192.25,661.336
2018-05-25 00:00:00-04:00,1095.289,234.431,21.263,40.201,114.629,32.504,43.135,273.33,94.234,1854.782,1194.005,660.7769999999998
2018-06-01 00:00:00-04:00,1096.752,239.034,21.897,40.93,116.794,32.228,47.113,275.181,92.794,1869.929,1209.761,660.1680000000001
2018-06-08 00:00:00-04:00,1092.609,236.763,22.174,42.747,114.693,30.803,50.845,277.505,93.76,1868.139,1207.971,660.1679999999999
2018-06-15 00:00:00-04:00,1086.543,240.04,21.647,41.761,117.408,31.623,54.079,275.078,90.693,1868.179,1208.163,660.0160000000001
2018-06-22 00:00:00-04:00,1076.652,241.196,21.674,41.944,117.423,31.193,58.365,275.172,91.111,1863.619,1203.603,660.0159999999998
2018-06-29 00:00:00-04:00,1077.897,239.691,21.975,40.965,117.557,29.646,61.229,277.96,92.297,1866.92,1206.904,660.0160000000001
2018-07-06 00:00:00-04:00,1065.263,238.997,22.393,40.269,121.682,27.733,63.592,279.819,90.589,1859.748,1199.733,660.0150000000001
2018-07-13 00:00:00-04:00,1071.098,235.832,21.768,40.768,121.311,28.076,65.256,281.641,89.614,1865.75,1205.736,660.0139999999999
2018-07-20 00:00:00-04:00,1064.951,233.504,21.653,39.785,121.21,28.392,64.482,282.044,90.329,1856.021,1196.007,660.0139999999999
2018-07-27 00:00:00-04:00,1068.754,230.968,21.967,41.117,124.193,28.72,66.276,284.606,90.086,1866.601,1206.587,660.0140000000001
2018-08-03 00:00:00-04:00,1067.402,233.868,22.923,39.735,125.423,28.305,66.38,285.839,89.457,1869.875,1209.862,660.0129999999999
2018-08-10 00:00:00-04:00,1074.207,233.128,23.017,40.478,128.989,28.654,69.782,289.064,89.349,1887.319,1227.306,660.0129999999999
2018-08-17 00:00:00-04:00,1068.37,234.328,23.259,41.595,130.838,28.287,68.841,289.266,87.669,1884.784,1224.772,660.0120000000002
2018-08-24 00:00:00-04:00,1065.804,232.774,23.061,41.287,130.001,28.107,71.4,290.636,88.079,1883.07,1223.058,660.012
2018-08-31 00:00:00-04:00,1061.502,234.619,22.703,41.99,133.12,27.755,73.404,291.529,87.739,1886.622,1226.61,660.0120000000002
2018-09-07 00:00:00-04:00,1056.205,235.869,22.894,44.343,139.283,28.302,74.642,295.193,87.777,1896.731,1236.72,660.011
2018-09-14 00:00:00-04:00,1054.147,234.15,22.746,45.207,140.122,27.841,74.752,297.35,88.071,1896.315,1236.305,660.01
2018-09-21 00:00:00-04:00,1055.999,235.68,22.629,46.641,137.881,28.994,76.358,296.584,88.952,1900.766,1240.756,660.01
2018-09-28 00:00:00-04:00,1063.974,235.221,23.445,46.223,136.131,27.999,78.722,297.009,89.78,1908.724,1248.714,660.01
2018-10-05 00:00:00-04:00,1068.655,236.172,24.021,47.367,133.465,29.042,80.261,299.717,93.131,1918.7,1259.996,658.704
2018-10-12 00:00:00-04:00,1074.075,234.156,24.13,45.5,132.638,29.426,82.298,298.394,92.808,1920.617,1262.983,657.634
2018-10-19 00:00:00-04:00,1079.263,229.33,23.897,43.896,130.376,29.243,81.999,293.462,90.038,1911.466,1254.99,656.4759999999999
2018-10-26 00:00:00-04:00,1080.939,226.169,22.746,42.846,126.322,28.669,83.016,292.823,92.62,1903.53,1248.595,654.935
2018-11-02 00:00:00-04:00,1086.487,228.021,23.15,42.309,122.857,29.71,84.528,291.067,93.232,1908.129,1253.429,654.6999999999998
2018-11-09 00:00:00-05:00,1095.386,226.61,23.514,39.958,119.268,27.893,83.76,288.963,91.949,1905.352,1252.023,653.3290000000002
2018-11-16 00:00:00-05:00,1099.477,225.315,22.791,39.432,119.191,28.478,81.776,287.912,93.077,1904.372,1251.803,652.569
2018-11-23 00:00:00-05:00,1101.049,224.551,22.93,39.71,121.801,28.682,81.143,284.935,92.811,1904.801,1254.237,650.5639999999999
2018-11-30 00:00:00-05:00,1092.723,226.25,23.03,38.116,125.612,28.634,79.806,281.278,92.193,1895.449,1245.888,649.5610000000001
2018-12-07 00:00:00-05:00,1091.517,228.337,22.89,39.002,124.137,28.233,76.559,278.793,90.613,1889.468,1239.905,649.5630000000001
2018-12-14 00:00:00-05:00,1090.594,230.103,23.873,39.823,119.9,27.743,73.246,273.443,88.127,1878.725,1229.588,649.137
2018-12-21 00:00:00-05:00,1090.55,233.106,23.133,40.45,119.902,26.87,72.219,270.45,86.709,1876.68,1227.541,649.1390000000001
2018-12-28 00:00:00-05:00,1090.557,239.996,23.162,40.712,129.431,27.883,70.653,268.906,85.916,1891.3,1242.161,649.1389999999999
2019-01-04 00:00:00-05:00,1088.877,248.062,23.254,40.51,140.042,28.264,68.74,266.833,85.452,1904.582,1255.443,649.1390000000001
2019-01-11 00:00:00-05:00,1086.194,255.565,23.351,40.552,143.009,28.294,67.499,265.09,85.413,1909.554,1260.415,649.1390000000001
2019-01-18 00:00:00-05:00,1094.164,259.615,23.501,41.174,142.392,29.469,63.782,262.152,85.098,1916.249,1267.11,649.1390000000001
2019-01-25 00:00:00-05:00,1095.083,257.38,23.98,41.842,141.27,28.599,60.153,263.169,86.786,1911.476,1262.337,649.1390000000001
2019-02-01 00:00:00-05:00,1096.346,257.893,23.947,41.549,139.013,28.796,57.517,263.058,88.429,1908.119,1258.98,649.1389999999999
2019-02-08 00:00:00-05:00,1099.979,258.301,23.466,42.113,140.2,30.305,58.168,262.119,88.721,1914.651,1265.512,649.1390000000001
2019-02-15 00:00:00-05:00,1103.651,256.847,23.913,43.365,138.683,29.411,54.599,261.696,90.119,1912.165,1263.026,649.1389999999999
2019-02-22 00:00:00-05:00,1095.004,254.941,23.709,42.878,138.379,28.098,53.41,257.873,88.217,1894.292,1245.153,649.1389999999999
2019-03-01 00:00:00-05:00,1102.06,250.714,24.261,42.024,135.986,28.046,51.371,259.369,89.655,1893.831,1244.705,649.126
2019-03-08 00:00:00-05:00,1098.198,246.09,23.731,41.088,136.369,27.59,50.159,260.394,91.493,1883.619,1234.493,649.126
2019-03-15 00:00:00-04:00,1088.609,241.503,24.412,41.402,132.242,29.28,51.11,262.419,92.73,1870.977,1221.851,649.126
2019-03-22 00:00:00-04:00,1091.409,238.62,24.448,42.023,130.167,30.083,51.637,262.651,92.035,1871.038,1221.912,649.126
2019-03-29 00:00:00-04:00,1098.647,236.839,23.992,40.315,128.169,29.405,53.195,267.692,92.772,1878.254,1229.128,649.126
2019-04-05 00:00:00-04:00,1105.676,229.129,23.193,41.915,128.053,29.27,54.361,270.793,92.177,1882.39,1233.264,649.1260000000002
2019-04-12 00:00:00-04:00,1104.28,227.955,22.676,42.366,127.691,29.076,56.736,274.124,92.746,1884.904,1235.778,649.126
2019-04-19 00:00:00-04:00,1109.759,225.826,22.747,42.215,127.029,30.243,57.779,278.126,95.08,1893.724,1244.598,649.126
2019-04-26 00:00:00-04:00,1119.154,226.743,22.695,40.919,125.722,29.847,58.94,281.895,95.686,1905.915,1257.328,648.587
2019-05-03 00:00:00-04:00,1114.321,226.147,22.468,39.72,125.563,27.953,59.951,287.215,98.452,1903.338,1255.621,647.7169999999999
2019-05-10 00:00:00-04:00,1117.988,225.024,22.25,40.22,125.647,29.588,62.71,292.789,97.826,1916.216,1270.263,645.953
2019-05-17 00:00:00-04:00,1121.593,228.74,23.404,40.823,126.415,29.067,65.83,296.001,98.729,1931.874,1287.056,644.818
2019-05-24 00:00:00-04:00,1121.311,230.944,22.624,38.376,124.8,28.301,65.752,298.196,98.051,1930.304,1285.486,644.818
2019-05-31 00:00:00-04:00,1128.082,234.149,22.553,38.742,129.372,28.793,68.272,302.782,99.369,1952.744,1307.926,644.818
2019-06-07 00:00:00-04:00,1130.288,234.913,21.802,39.163,128.372,29.252,71.134,307.076,99.046,1962.001,1317.183,644.818
2019-06-14 00:00:00-04:00,1127.182,233.221,21.613,40.473,127.821,29.1,74.463,307.719,97.334,1961.591,1316.773,644.818
2019-06-21 00:00:00-04:00,1114.394,232.225,21.567,39.837,125.38,28.797,75.866,311.641,98.204,1949.705,1304.887,644.818
2019-07-05 00:00:00-04:00,1103.81,229.187,23.009,41.036,130.517,29.751,76.933,314.145,95.327,1948.388,1303.57,644.818
2019-07-12 00:00:00-04:00,1100.694,232.752,23.365,41.414,136.203,30.161,77.477,317.98,94.336,1960.047,1315.229,644.818
2019-07-19 00:00:00-04:00,1089.859,232.526,23.689,42.429,136.816,31.236,79.052,317.754,93.979,1953.36,1308.542,644.818
2019-07-26 00:00:00-04:00,1081.363,230.735,24.468,42.016,135.922,29.599,80.451,318.667,93.715,1943.221,1298.403,644.818
2019-08-02 00:00:00-04:00,1083.748,235.172,23.117,42.744,137.451,31.832,83.303,316.268,92.216,1953.634,1308.816,644.818
2019-08-09 00:00:00-04:00,1085.328,233.76,23.883,42.028,135.513,30.817,86.509,318.206,93.445,1956.041,1311.223,644.818
2019-08-16 00:00:00-04:00,1082.596,234.072,23.367,41.348,138.123,29.986,90.496,320.056,93.874,1960.043,1315.225,644.818
2019-08-23 00:00:00-04:00,1072.569,231.982,22.982,41.697,136.06,31.693,94.157,317.724,94.101,1948.863,1304.045,644.818
2019-08-30 00:00:00-04:00,1067.798,229.586,23.801,42.636,133.522,30.066,97.019,319.486,96.06,1943.914,1299.096,644.818
2019-09-06 00:00:00-04:00,1060.886,228.904,22.499,44.485,136.226,29.241,97.763,320.77,95.246,1940.775,1295.957,644.818
2019-09-13 00:00:00-04:00,1061.944,229.685,23.238,43.592,136.663,28.605,100.694,317.241,93.833,1941.659,1296.841,644.8180000000002
2019-09-20 00:00:00-04:00,1064.356,230.204,22.5,45.453,133.685,29.526,99.67,316.967,92.817,1942.358,1297.54,644.818
2019-09-27 00:00:00-04:00,1067.46,229.976,23.219,44.417,131.267,29.816,100.641,314.712,92.975,1941.507,1296.689,644.818
2019-10-04 00:00:00-04:00,1070.187,228.763,21.224,44.159,127.324,29.742,100.773,310.845,94.02,1933.015,1288.397,644.6180000000002
2019-10-11 00:00:00-04:00,1078.199,226.201,22.061,42.806,123.501,28.621,100.445,308.325,92.803,1930.158,1286.809,643.3489999999999
2019-10-18 00:00:00-04:00,1075.501,223.094,21.364,40.467,120.786,28.059,99.985,310.88,97.312,1920.137,1277.787,642.3499999999999
2019-10-25 00:00:00-04:00,1080.505,220.057,21.099,39.662,119.754,28.305,99.848,307.983,97.926,1917.214,1275.562,641.652
2019-11-01 00:00:00-04:00,1087.734,217.229,21.874,39.393,119.132,28.797,100.168,306.05,98.186,1920.378,1279.426,640.952
2019-11-08 00:00:00-05:00,1088.51,219.09,20.985,39.014,116.655,29.534,97.653,301.635,98.403,1913.075,1273.566,639.509
2019-11-15 00:00:00-05:00,1087.917,220.846,20.514,39.592,115.681,29.355,94.21,298.032,97.84,1906.146,1268.609,637.537
2019-11-22 00:00:00-05:00,1088.122,225.978,20.277,38.487,116.406,28.822,93.527,293.304,96.764,1904.925,1268.755,636.1699999999998
2019-11-29 00:00:00-05:00,1082.262,229.363,20.639,38.325,119.469,29.514,91.782,287.643,94.729,1898.996,1263.83,635.1660000000002
2019-12-06 00:00:00-05:00,1082.886,234.768,21.815,39.337,123.587,31.456,93.5,288.671,92.738,1916.022,1281.054,634.9679999999998
2019-12-13 00:00:00-05:00,1081.8,237.297,21.798,38.315,125.096,32.061,90.96,287.771,94.072,1915.097,1280.13,634.9669999999999
2019-12-20 00:00:00-05:00,1076.326,239.26,21.469,39.398,124.944,31.895,88.398,283.232,91.22,1904.923,1269.956,634.9670000000001
2019-12-27 00:00:00-05:00,1064.863,242.472,21.034,39.369,133.72,30.031,88.186,282.36,90.044,1902.036,1267.069,634.9670000000001
2020-01-03 00:00:00-05:00,1066.027,251.609,22.462,39.987,139.05,28.329,88.885,280.455,89.174,1916.804,1281.837,634.9670000000001
2020-01-10 00:00:00-05:00,1063.478,258.287,23.006,40.447,147.221,29.096,87.938,281.792,88.058,1931.265,1296.298,634.9670000000001
2020-01-17 00:00:00-05:00,1063.073,260.032,24.031,42.4,146.036,30.869,86.508,276.414,88.321,1929.365,1294.398,634.9670000000001
2020-01-24 00:00:00-05:00,1066.621,261.235,24.244,42.789,144.747,31.58,82.885,276.265,89.887,1930.365,1295.398,634.9670000000001
2020-01-31 00:00:00-05:00,1069.976,261.144,23.474,42.611,143.235,30.893,83.445,274.696,90.836,1929.474,1294.507,634.9669999999999
2020-02-07 00:00:00-05:00,1077.435,261.049,24.358,42.939,141.222,30.396,77.273,273.787,90.32,1928.46,1293.493,634.9670000000001
2020-02-14 00:00:00-05:00,1077.85,259.078,24.781,43.638,140.587,30.426,74.26,276.85,93.228,1927.471,1292.504,634.9670000000001
2020-02-21 00:00:00-05:00,1078.302,256.387,24.718,43.329,138.472,30.508,73.572,280.128,95.341,1925.416,1290.449,634.9669999999999
2020-02-28 00:00:00-05:00,1079.086,252.048,24.964,41.97,134.464,30.584,69.951,280.487,97.95,1913.554,1278.587,634.9670000000001
2020-03-06 00:00:00-05:00,1086.75,246.999,24.334,42.414,128.06,31.47,67.031,278.923,97.767,1905.98,1271.01,634.97
2020-03-13 00:00:00-04:00,1088.7,240.819,24.598,40.667,125.12,32.725,66.73,278.938,97.01,1898.3,1263.33,634.97
2020-03-20 00:00:00-04:00,1090.33,239.282,24.14,39.588,124.442,34.387,64.919,283.664,99.575,1900.75,1265.78,634.97
2020-03-27 00:00:00-04:00,1104.16,246.806,25.717,38.268,122.248,34.405,64.668,285.514,99.458,1921.79,1286.82,634.97
2020-04-03 00:00:00-04:00,1119.34,257.303,27.091,38.861,122.724,35.98,64.5,288.977,97.732,1954.77,1319.8,634.97
2020-04-10 00:00:00-04:00,1138.59,262.217,27.469,40.239,129.004,34.586,56.78,287.659,95.687,1976.54,1341.57,634.97
2020-04-17 00:00:00-04:00,1153.607,263.234,27.689,40.792,136.88,35.69,57.442,286.738,92.459,2002.071,1367.104,634.9669999999999
2020-04-24 00:00:00-04:00,1163.748,259.565,26.337,39.695,141.972,35.338,56.835,290.139,93.273,2013.63,1377.513,636.1170000000002
2020-05-01 00:00:00-04:00,1170.054,256.407,25.612,39.743,151.49,37.193,59.376,293.387,91.937,2033.262,1395.429,637.8329999999999
2020-05-08 00:00:00-04:00,1171.242,252.894,24.19,40.478,155.001,36.68,61.625,292.541,90.613,2034.651,1394.885,639.7660000000001
2020-05-15 00:00:00-04:00,1168.142,255.724,23.626,40.891,158.832,37.359,62.697,294.297,91.583,2041.568,1399.92,641.6479999999999
2020-05-22 00:00:00-04:00,1178.181,255.0,23.176,39.995,164.327,38.118,64.24,295.507,90.963,2058.544,1414.785,643.7589999999998
2020-05-29 00:00:00-04:00,1180.124,257.795,22.476,40.839,174.261,38.654,67.329,296.229,89.609,2077.708,1429.929,647.779
2020-06-05 00:00:00-04:00,1188.064,258.661,21.802,39.968,175.829,40.185,66.282,298.846,89.251,2089.637,1439.638,649.9990000000003
2020-06-12 00:00:00-04:00,1191.01,256.995,21.346,40.632,174.471,41.507,68.967,303.525,89.756,2098.453,1446.723,651.73
2020-06-19 00:00:00-04:00,1194.443,255.322,21.034,40.461,174.72,41.864,71.331,305.203,88.523,2104.376,1450.655,653.7210000000002
2020-06-26 00:00:00-04:00,1188.94,256.521,20.164,42.334,174.127,42.149,74.599,308.359,87.975,2107.192,1451.779,655.413
2020-07-03 00:00:00-04:00,1195.204,251.682,20.62,42.579,177.262,40.376,76.823,313.097,89.172,2117.643,1461.62,656.0230000000001
2020-07-10 00:00:00-04:00,1187.837,248.535,20.608,40.39,176.809,38.545,80.348,315.42,90.485,2108.493,1452.344,656.1489999999999
2020-07-17 00:00:00-04:00,1192.727,246.733,19.801,40.193,177.883,37.993,82.388,319.589,91.158,2117.306,1461.159,656.1469999999999
2020-07-24 00:00:00-04:00,1182.116,247.387,20.272,39.921,178.386,36.559,84.404,321.783,88.976,2110.827,1454.68,656.1470000000002
2020-07-31 00:00:00-04:00,1174.737,247.806,20.346,39.563,179.977,36.033,86.713,323.537,91.412,2108.712,1452.571,656.1410000000001
2020-08-07 00:00:00-04:00,1167.983,247.084,19.75,40.501,177.655,35.565,89.336,322.446,89.007,2100.319,1446.42,653.8989999999999
2020-08-14 00:00:00-04:00,1163.68,243.762,20.27,40.82,177.807,36.451,89.295,322.952,89.136,2095.037,1443.809,651.2279999999998
2020-08-21 00:00:00-04:00,1157.228,239.179,20.409,39.922,179.195,35.566,90.833,323.169,86.406,2085.502,1436.037,649.4649999999999
2020-08-28 00:00:00-04:00,1146.566,234.859,20.882,39.609,177.52,36.243,95.222,325.547,84.189,2076.448,1428.283,648.165
2020-09-04 00:00:00-04:00,1148.294,231.905,19.993,38.842,175.845,33.102,97.38,327.363,82.63,2072.722,1424.862,647.8600000000001
2020-09-11 00:00:00-04:00,1141.778,231.524,19.798,39.085,179.306,33.359,96.141,333.907,83.076,2074.896,1429.163,645.7330000000002
2020-09-18 00:00:00-04:00,1139.358,227.499,19.997,39.025,175.942,33.253,97.89,333.673,82.383,2066.636,1421.684,644.952
2020-09-25 00:00:00-04:00,1135.577,228.182,19.691,39.674,172.758,31.852,101.959,334.571,81.338,2064.262,1421.111,643.1510000000001
2020-10-02 00:00:00-04:00,1134.933,226.747,19.672,39.59,171.796,32.305,101.842,334.255,80.746,2061.14,1419.134,642.0059999999999
2020-10-09 00:00:00-04:00,1129.956,225.121,20.008,38.12,164.551,32.963,99.897,332.57,80.278,2043.185,1402.338,640.847
2020-10-16 00:00:00-04:00,1128.188,227.016,19.721,37.662,160.719,32.999,98.325,330.555,81.625,2035.184,1395.103,640.0809999999999
2020-10-23 00:00:00-04:00,1131.85,226.124,19.601,37.45,156.228,31.421,98.391,329.582,79.912,2030.647,1391.224,639.423
2020-10-30 00:00:00-04:00,1123.699,227.665,19.675,37.408,154.644,31.669,95.828,325.23,79.053,2015.817,1376.547,639.27
2020-11-06 00:00:00-05:00,1127.412,225.356,20.159,37.133,149.289,32.124,94.889,317.413,78.245,2003.775,1365.069,638.7060000000001
2020-11-13 00:00:00-05:00,1127.776,227.967,20.203,37.298,144.073,32.523,92.887,310.488,78.128,1993.215,1354.914,638.3009999999999
2020-11-20 00:00:00-05:00,1126.911,230.147,20.866,37.142,142.632,31.822,92.562,309.953,78.68,1992.034,1353.844,638.19
2020-11-27 00:00:00-05:00,1126.232,233.638,21.24,37.208,145.87,29.913,91.718,306.331,78.838,1992.15,1353.96,638.19
2020-12-04 00:00:00-05:00,1141.316,237.859,22.083,36.324,151.092,31.407,87.637,304.253,80.501,2011.971,1373.886,638.085
2020-12-11 00:00:00-05:00,1138.182,238.879,22.95,36.272,151.259,31.534,83.927,302.726,82.832,2005.729,1367.643,638.086
2020-12-18 00:00:00-05:00,1137.619,237.754,23.169,36.177,148.934,31.89,81.596,297.914,81.079,1995.054,1356.969,638.085
2020-12-25 00:00:00-05:00,1131.554,236.562,23.504,36.534,152.029,30.664,75.146,294.132,79.934,1980.125,1342.04,638.085
2021-01-01 00:00:00-05:00,1123.544,241.081,23.284,38.794,158.419,30.19,72.777,293.69,78.518,1981.78,1343.695,638.085
2021-01-08 00:00:00-05:00,1120.296,245.476,23.692,37.3,163.205,30.673,66.048,285.665,79.431,1972.355,1334.27,638.085
2021-01-15 00:00:00-05:00,1124.648,245.217,23.628,39.456,163.662,30.69,59.818,284.555,83.347,1971.674,1333.589,638.085
2021-01-22 00:00:00-05:00,1114.739,247.686,23.602,40.611,162.847,31.282,57.61,281.59,83.062,1959.968,1321.882,638.086
2021-01-29 00:00:00-05:00,1113.745,252.153,24.316,42.404,162.838,32.102,56.053,279.276,84.25,1962.887,1324.801,638.086
2021-02-05 00:00:00-05:00,1106.935,256.412,23.796,41.9,161.106,33.184,51.545,276.674,85.073,1951.553,1313.632,637.921
2021-02-12 00:00:00-05:00,1099.53,257.084,24.297,41.141,157.684,32.755,48.649,275.212,85.861,1936.352,1298.579,637.7730000000001
